"","song","album","year","url","lyrics"
"133","Jump They Say","Black Tie White Noise","1993","http://www.azlyrics.com/lyrics/davidbowie/jumptheysay.html","

When comes the shaking man
A nation in his eyes
Striped with blood and emblazed tattoo
Streaking cathedral spire

They say
he has no brain
They say
he has no mood
They say
he was born again
They say
look at him climb
They say 'Jump'

They say
he has two gods
They say
he has no fear
They say
he has no eyes
They say
he has no mouth

They say hey that's really something
They feel he should get some time
I say he should watch his ass
My friend don't listen to the crowd
They say 'Jump'
Got to believe somebody
Got to believe
"
"134","The Hearts Filthy Lesson","Outside","1995","http://www.azlyrics.com/lyrics/davidbowie/theheartsfilthylesson.html","

(Heart's filthy lesson) 
There's always the Diamond friendly
Sitting in the Laugh Motel
The Heart's filthy lesson
With her hundred miles to hell

Oh, Ramona - if there was only something between us
If there was only something between us
Other than our clothes
Something in our skies
Something in our skies
Something in our blood
Something in our skies
Paddy, Paddy
Who's been wearing Miranda's clothes?

It's the Heart's filthy lesson
Heart's filthy lesson
Heart's filthy lesson
Falls upon deaf ears
(Heart's filthy lesson)
It's the Heart's filthy lesson
Heart's filthy lesson
Heart's filthy lesson
Falls upon deaf ears
Falls upon dead ears

(Heart's filthy lesson)
Oh Ramona, if there was only some kind of future [x2]
And these cerulean skies
Something in our skies [x2]
Something in our blood
Something in our skies

Paddy, Paddy?
Paddy oh Paddy, 
I think I've lost my way
(Heart's filthy lesson, Heart's filthy lesson)
I'm already five years older I'm already in my grave
(Heart's filthy lesson, Heart's filthy lesson)
I'm already (x3)
(Heart's filthy lesson, Heart's filthy lesson)
Will you carry me?
Oh Paddy, I think I've lost my way
Paddy, what a fantastic death abyss (2)
(Heart's filthy lesson)
It's the Heart's filthy lesson

Tell the others
(Heart's filthy lesson)
It's the Heart's filthy lesson
Paddy,
What a fantastic death abyss
Tell the others
(Heart's filthy lesson)
It's the Heart's filthy lesson
Paddy, 
what a fantasic death abyss
(Heart's filthy lesson)
It's the Heart's filthy lesson
Tell the others
"
"135","Ramona A. Stone / I Am With Name","Outside","1995","http://www.azlyrics.com/lyrics/davidbowie/ramonaastoneiamwithname.html","

I was 
Ramona A. Stone
I started with no enemies of my own
I was an artiste
In a tunnel
But I've been having a mid-life crisis
And I've been dreaming in a sleep
And ape men with metal parts
I've spat upon deeply felt age
I've hid my hearts in
And I hate the funny colored english
We'll creep together you and I
For I know who the small friends are

I am with name, I am with name
I am Ramona A Stone
A night fear female
Good timing drone
I am with name, I am with name 

I am with name, I am with name
I am Ramona A Stone
She should say: twitch & stream
It'll end in chrome
Night of the female 
good time drone
I am with name 
I am Ramona A Stone
She should say: 
I am with name
I am Ramona A Stone

A person who loses a name
Feels anxiety descending
Left at the crossroads, between the centuries
A millenium fetish
I am with name, I am with name
I am Ramona A Stone
I am with name

Night fear female
Good timing drone
I am with name
I am Ramona A Stone 
I am Ramona A Stone

(Give it to me one more time!) 7
Anxiety descending
Anxiety descending
"
"136","I Know It\'s Gonna Happen Someday","Black Tie White Noise","1993","http://www.azlyrics.com/lyrics/davidbowie/iknowitsgonnahappensomeday.html","

My love wherever you are
Whatever you are, don't lose faith
I know it's gonna happen someday to you
Please wait
Please wait
Wait, don't lose faith
You say that the day never arrives
And it's never seemed so far away
But I know it's gonna happen someday to you

Please wait
Please wait
Wait, don't lose faith
Please wait
Please wait
Please, don't lose faith
Don't lose faith

You say that the day never arrives
And it seems so far away
But I know it's gonna happen someday
Someday to you
To you
Please wait
"
"137","Nathan Adler","Outside","1995","http://www.azlyrics.com/lyrics/davidbowie/nathanadler.html","

Old Touchschriek was 
the main nameserver
Suspected of being a shoulder surfer
But he didn't know from shit
About challenge response systems
Now Ramona A Stone we know was selling
interest drugs
She got males all hung up 
on her mind filters
She was if you don't mind me saying so an update demon
Now Leon
He couldn't wait for 12 o'clock midnight
He jumps up on the stage
With a criss criss machete
And slashes around cutting a zero on everything
I mean a zero 
in the fabric of time itself 
Was this a suspect?
I says to myself
Woa! ""Quelle courage!""
Oh wait, I'm getting ahead of myself
Let me take you back to 
when it all began
"
"138","Shining Star (Makin\' My Love)","Never Let Me Down","1987","http://www.azlyrics.com/lyrics/davidbowie/shiningstarmakinmylove.html","

Eddie boy lit like paraffin 
spending two weeks
in a crack house
Burns on his brain 
like Chernobyl

Dean was seen 
with a two bag purchase
He was lying dead on his mother's bed
Someone for pray for-
till I met you

Life is like a broken arrow-
memory a swingin' door
I could be your great misfortune-
I can make you happy
every day of your life
Making my love 
like a shining star
takin' my love just a touch too far

Tessie turns tricks with a soul like ice 
cause love left holes
And four swell kids breaking her heart
I've got windows, I've seen much vice, 
I've touched down with vermin,
Cowardice, lice,
And I say

Nobody cares what you do-
please be yourself to death

I could be your great misfortune
But you'll never find a, bet you'll never find a better man.

Making my love 
like a shining star
Taking my love just a touch too far.

Peter met Frank 
formed a dummy run gang
Worked heist or hit for 10 g's flat
Blew heads outta shape for the name of Trotsky, Sinn-
Fein, Hitler cashdown
No hope heroes cover the page 
with debts in hell
And fingers in blood
Poor little bodies all covered in scabs 
threw it all away
Another life in the grave
Another life in the grave

Life is like a broken arrow-
memory a swingin' door
I could be your great misfortune-
Well I could make you happy 
every goddamn single day of your life

Making my love
like a shining star
Like a shining star
Baby that's what you are
Like a shining star

Making my love
like a shining star
Taking my love
Just a touch too far
"
"139","Neighborhood Threat","Tonight","1984","http://www.azlyrics.com/lyrics/davidbowie/neighborhoodthreat.html","

Down where your paint is cracking
Look down your backstairs buddy
Somebody's living there and
He don't really feel the weather
And he don't share your pleasures
No he don't share your pleasures
Look at his eyes
Did you see his crazy eyes
You're so surprised he don't run to catch your ash
Everybody always wants to kiss your trash

You can't help him
Nobody can
Now that he knows
There's nothing to get
Will you still place your bet
On the neighbourhood threat

Somewhere a baby's bleeding
Somewhere a mother's needing
Outside a boy is lying
But mostly he is crying
And he just shouts in anger
You'll find him interesting
Look at his eyes
Did you see his crazy eyes
You're so surprised he doesn't build for you
Everybody always wants to run with you
"
"140","I Feel Free","Black Tie White Noise","1993","http://www.azlyrics.com/lyrics/davidbowie/ifeelfree.html","

Dear when I dance with you
We move like the sea
You, you're all I want to know
I feel free
I feel free

[CHORUS (2 times)]
I can walk down the street
there's no one there 
the pavement is one huge crowd
I can drive down the road
my eyes can't see 
but my mind wants to cry out loud

I feel free

Dance floor is like the sea
The ceiling is the sky
You're the sun, and as you shine on me
I feel free [3 times]
"
"141","We Prick You","Outside","1995","http://www.azlyrics.com/lyrics/davidbowie/weprickyou.html","

White boys falling on the fires of night
(I wish you'd tell, I wish you'd tell)
Flesh punks burning 
in their glue
Revolution comes in the strangest way
(I wish you'd tell, I wish you'd tell)
I'd rather be inside you

[CHORUS 1 (twice)]
Tell the truth [x3]
We prick you we prick you we prick you
(You show respect even if you disagree
You show respect)

Mama can I kiss you daddy can I ***you
(we wish you well, we wish you well)
Innocence passed me by
Wanna be screwing 
when the nightmare comes
(I wish you well, I wish you well)
Wanna come quick and die

[CHORUS 1 (twice)]

All the little rose-kissed foxy girls
Shoes, shoes, little white shoes
Where have all the flowers gone
All the little fragile champion boys
Toys, toys, little black toys
Dripping on the end of a gun 
(Even if you disagree)

[CHORUS 1 (twice)]
Shoes, shoes, little white shoes
(even if you disagree, even if you disagree)
Toys, toys, little black toys
Wish you well, wish you well
Shoes, shoes, little white shoes
Wish you well, wish you well
"
"142","Miracle Goodnight","Black Tie White Noise","1993","http://www.azlyrics.com/lyrics/davidbowie/miraclegoodnight.html","

Burning up each others' love, burning up our lives
Tried all kinds of working out, miracle goodnight
Future full and empty knocking on my door
Ragged limbed and hungry mama 
Miracle no more

(Skin tell me) turn it around
(Head tell me) make it alright
(Nobody dancing)

Morning star you're beautiful, yellow dime on high
Spin you round my little room, miracle goodnight
Evening flower all alone, pazanane capeche
Haven't got a death wish, just want a little more

[CHORUS]
(Skin tell me) turn it around
(Head tell me) make it all right
(Nobody dancing) miracle goodnight
(Breath tell me) turn it around
(Heart tell me) make it all right
(Nobody dancing) it was only make believe

I wish I was a sailor a thousand miles from here
I wished I had a future, anywhere

I love you in the morning sun, I love you in my dreams
I love the sound of making love, the feeling of your skin
The corner of your eyes, I long forevermore
I never want to say goodnight, miracle goodnight

[CHORUS]

Don't want to know the past, I want to know the real deal
I really don't want to know that 
The less we know, the better we feel

Morning star you're beautiful, yellow diamond high
Spinning around my little room, miracle

[CHORUS]
(Skin tell me) turn it around
(Moon tell me) make it alright
(Nobody dancing) it was only make believe
(Eyes tell me) turn it around 
(News tell me) make it alright
(Nobody dancing)

[CHORUS]
"
"143","Outside","Outside","1995","http://www.azlyrics.com/lyrics/davidbowie/outside.html","

Now. Not tomorrow.
Yesterday
Not tomorrow

It happens today
The damage today
They fall on today
They beat on the outside
And I'll stand by you

Now. Not tomorrow
It's happening now
Not tomorrow

It's happening now
The crazed in the hot-zone
The mental and diva's hands
The fisting of life
To the music outside
To the music outside

It happens outside
The music is outside
It's happening outside
The music is outside
It's happening now
Not tomorrow
Yesterday
Not tomorrow

The music is outside
It's happening outside
The music is outside
The music is outside
Outside
Outside
Outside
"
"144","I Have Not Been To Oxford Town","Outside","1995","http://www.azlyrics.com/lyrics/davidbowie/ihavenotbeentooxfordtown.html","

Baby Grace is the victim
She was 14 years of age
And the wheels are turning, turning
For the finger points at me
All's well
But I have not been to Oxford Town
All's well
No I have not been to Oxford Town

[CHORUS]
Toll the bell
Pay the private eye
All's well
20th century dies

And the prison priests are decent
My attorney seems sincere
I fear my days are numbered
Lord get me out of here
All's well
But I have not been to Oxford Town
All's well
But I have not been to Oxford Town

[CHORUS]
This is your shadow on my wall
This is my flesh and blood
This is what I could've been

And the wheels are turning and turning
As the 20th century dies

If I had not ripped the fabric
If time had not stood still
If I had not met Ramona
If I'd only paid my bill
All's well
But I have not been to Oxford Town
All's well
But I have not been to Oxford Town

[CHORUS]
This is my bunk with two sheets
This is my food though foul
This is what I could have been

[CHORUS (ad lib.)]
"
"145","The Next Day","The Next Day","2013","http://www.azlyrics.com/lyrics/davidbowie/thenextday.html","

Look into my eyes he tells her
I'm gonna say goodbye he says yea
Do not cry she begs of him goodbye yea
All that day she thinks of his love yea

They whip him through the streets and alleys there
The gormless and the baying crowd right there
They can't get enough of that doomsday song
They can't get enough of it all

Listen

Listen to the whores he tells her
He fashions paper sculptures of them
Then drags them to the river‘s bank in the cart
Their soggy paper bodies wash ashore in the dark
And the priest stiff in hate now demanding fun begin
Of his women dressed as men for the pleasure of that priest

Here I am
Not quite dying
My body left to rot in a hollow tree
Its branches throwing shadows
On the gallows for me
And the next day
And the next
And another day

Ignoring the pain of their particular diseases
They chase him through the alleys chase him down the steps
They haul him through the mud and they chant for his death
And drag him to the feet of the purple headed priest

First they give you everything that you want
Then they take back everything that you have
They live upon their feet and they die upon their knees
They can work with satan while they dress like the saints
They know god exists for the devil told them so
They scream my name aloud down into the well below

Here I am
Not quite dying
My body left to rot in a hollow tree
Its branches throwing shadows
On the gallows for me
And the next day
And the next
And another day
"
"146","I Would Be Your Slave","Heathen","2002","http://www.azlyrics.com/lyrics/davidbowie/iwouldbeyourslave.html","

Walking in the snowy street
Let me understand
Drifting down a silent park
Stumbling over land
Open up your heart to me
Show me who you are
And I would be your slave

Do you sleep in quietude?
Do you walk in peace?
Do you laugh out loud at me?
No one else that is free
Open up your heart to me
Show me all you are
And I would be your slave

I don't sit around and wait
I don't give a damn
I don't see the point at all
No footprints in the sand

I bet you laugh out loud at me
A chance to strike me down
Give me peace of mind at last
Show me all you are
Open up your heart to me
And I would be your slave

I don't sit and wait
I don't give a damn
I don't see the point at all
No footprints in the sand
I would give you all my love
Nothing else is free
Open up your heart to me
And I would be your slave
"
"147","Heathen","Heathen","2002","http://www.azlyrics.com/lyrics/davidbowie/heathen.html","

Steel on the skyline 
Sky made of glass 
Made for a real world 
All things must pass
Oo-o 
Waiting for something 
Looking for someone 
Is there no reason? 
Have I stared too long?
Oo-o
Oo-o 
You say you'll leave me
And when the sun is low
And the rays high 
I can see it now 
I can feel it die 
Oo-o
Oo-o
"
"148","A Better Future","Heathen","2002","http://www.azlyrics.com/lyrics/davidbowie/abetterfuture.html","

Please don't tear this world asunder
Please take back
this fear we're under
I demand a better future
Or I might just stop wanting you
I might just stop wanting you
Please make sure we get tomorrow
All this pain and all the sorrow
I demand a better future
Or I might just stop needing you
I might just stop needing you
Give my children sunny smile
Give them moon and cloudless sky
I demand a better future
Or I might just stop loving you,
loving you, loving you
When we talk, we talk to you
When we walk, we walk to you
From factory to field
How many tears must fall
Down there below
Nothing is moving
Oo-o
I might just stop wanting you
I might just stop needing you
I might just stop loving you
I demand a better future
I demand a better future
I demand a better future
For I might just stop loving you,
loving you, loving you
I demand a better future
I demand a better future
I demand a better future
For I might just stop loving you, loving you, loving you
I demand a better future
"
"149","Slip Away","Heathen","2002","http://www.azlyrics.com/lyrics/davidbowie/slipaway.html","

Oogie waits for just another day 
Drags his bones
to see the Yankees play 
Bones Boy talks and flickers gray
Oh, they slip away 

Once a time 
they nearly might have been
Bones and Oogie on a silver screen 
No one knew what they could do 
Except for me and you
They slip away 
They slip away 

Don't forget 
to keep your head warm 
Twinkle twinkle Uncle Floyd 
Watching all the world 
and war torn 
How I wonder where you are 
Oo-o
Sailing over
Coney Island 
Twinkle twinkle Uncle Floyd 
We were dumb 
but you were fun, boy 
How I wonder where you are 
Oo-o

Oogie knew there's never ever time
Some of us will always stay behind
Down in space it's always 1982 
The joke we always knew 
Oo-oo 
What'sa matter with you
C'mon, let's go
Slip away 
Oo-o

Don't forget
to keep your head warm
Twinkle twinkle Uncle Floyd 
Watching all the world 
and war torn 
How I wonder where you are
Oo-o
Sailing over 
Coney Island
Twinkle twinkle Uncle Floyd
We were dumb
but you were fun, boy
How I wonder where you are 
Oo-o
Sailing
"
"150","Slow Burn","Heathen","2002","http://www.azlyrics.com/lyrics/davidbowie/slowburn.html","

Here shall we live in this terrible town
Where the price for our minds
shall squeeze them tight like a fist 
And the walls shall have eyes 
And the doors shall have ears
But we'll dance in their dark
And they'll play with our lives 

Like a Slow Burn
Leading us on and on and on 
Like a Slow Burn
Turning us round and round and round Hark who are we 
So small in times such as these
Slow Burn 
Slow Burn 

Oh, these are the days
These are the strangest of all
These are the nights 
These are the darkest to fall
But who knows?
Echoes in tenement halls
Who knows? 
Though the years spare them all

Like a Slow Burn 
Leading us on and on and on 
Like a Slow Burn 
Twirling us round and round 
and upside down
There's fear overhead 
There's fear overground 
Slow Burn 
Slow Burn
Like a Slow Burn 
Leading us on and on and on
Like a Slow Burn 
Turning us round and round and round And here are we
At the center of it all
Slow Burn
Slow Burn
Slow Burn
"
"151","Survive","Hours...","1999","http://www.azlyrics.com/lyrics/davidbowie/survive.html","

Got Oh my, naked eyes
I should have kept you
I should have tried
I should have been a wiser kind of guy
I miss you 

Give me wings
Give me space
Give me money for a change of face
These noisy rooms and passion pants
I loved you

Where's the morning in my life?
Where's the sense in staying right?
Who said time is on my side?
I've got ears and eyes and nothing in my life 
But I survive your naked eyes
I'll survive

You alone across the floor 
You and me and nothing more
You're the great mistake I never made
I never lied to you, I hated when you lied
But I'll survive your naked eyes
I'll survive

Beatle boys, all snowy white
Razzle dazzle clubs every night
Wish I'd sent a Valentine
I love you

I'll survive
Naked eyes
I'll survive
I'll survive
My naked eyes
I'll survive
"
"152","What\'s Really Happening","Hours...","1999","http://www.azlyrics.com/lyrics/davidbowie/whatsreallyhappening.html","

Grown inside a plastic box
Micro thoughts and safety locks
Hearts become outdated clocks
Ticking in your mind 

[CHORUS]
What's really happening?
what tore us apart?
What's really happening?
What's really happening?
what tore us apart?
What's really happening?

Now it's time to close our eyes
Now it's time to say goodbye
Now it's time to face the lie
That we'd never cry

[CHORUS]

All the clouds are made of glass
And they're slowly sinking
Falling like the shattered past
Were we built to last?

[CHORUS]
"
"153","The Loneliest Guy","Reality","2003","http://www.azlyrics.com/lyrics/davidbowie/theloneliestguy.html","

Streets damp and warm
Empty smell metal
Weeds between buildings
Pictures on my hard drive
But I'm the luckiest guy
Not the loneliest guy

Steam under floor
Shards by the mirrors frame
Clouds green and low
No sign, no nothing now
But I'm the luckiest guy
Not the loneliest guy

All the pages that have turned
All the errors left unlearned, oh
Well I'm the luckiest guy
Not the loneliest guy
In the world
Not me
Not me
"
"154","Dirty Boys","The Next Day","2013","http://www.azlyrics.com/lyrics/davidbowie/dirtyboys.html","

Something like Tobacco Road
Living on a lonely road
I will pull you out of there
We will go to Finchley Fair

I will buy you feather hat
I will steal a cricket bat
Smash some windows, make a noise
We will run with dirty boys

When the sun goes down
When the sun goes down and the die is cast
When the die is cast and you have no choice
We will run with dirty boys

We all go mad we all want you
Me and the boys we all go through
You've got to learn to hold your tongue
This ain't the moon this is burnin' sun

When the sun goes down
When the sun goes down and the die is cast
When the die is cast and you have no choice
We will run with dirty boys
"
"155","Telling Lies","Earthling","1997","http://www.azlyrics.com/lyrics/davidbowie/tellinglies.html","

Gorgeous girls are bound to meet
To talk of stars and kings and feet
Through the chromosomes of space and time
Me I'm fast like bad infection
Gasping for my resurrection
Swear to me in times of war and stress

[CHORUS]
Telling lies, telling lies
Telling lies, telling lies
Telling lies
(Ooh, ah, visionary)
(Ooh, ah, missionary)
Telling lies
(Feels like something's gonna happen this year)
Telling lies
(Ooh, ah, visionary)
(Ooh, ah, missionary)
Telling lies
(Feels like something's gonna happen this year)
Telling lies...

Shadow falls in shrinking smiles
See me poised at the happy games
Standing in the mouth of all that's pure
Come straggling in your tattered remnants
You'll come to me in tears and rain
I'm your future, 
I'm tomorrow, I'm the end
"
"156","(You Will) Set The World On Fire","The Next Day","2013","http://www.azlyrics.com/lyrics/davidbowie/youwillsettheworldonfire.html","

Midnight in the Village
Seeger lights the candles
From Bitter End to Gaslight
Baez leaves the stage
Ochs takes notes
When the black girl and guitar
Burn together hot in rage
You've got what it takes

You say too much

You will set the world babe
You will set the world on fire
I can work the scene babe
I can see the magazines
I can hear the nation
I can hear the nation cry
You will set the world babe
You will set the world on fire
You will set it on fire

Kennedy would kill
For the lines that you've written
Van Ronk says to Bobby
She's the next real thing
Crouched in the half light
Screaming like a banshee
You're in the boat, babe
We're in the water

You say too much

You will set the world babe
You will set the world on fire
I can work the scene babe
I can see the magazines
I can hear the nation
I can hear the nation cry
You will set the world babe
You will set the world on fire
You will set it on fire
"
"157","Days","Reality","2003","http://www.azlyrics.com/lyrics/davidbowie/days.html","

Hold me tight
Keep me cool
Going mad
Don't know what to do
Do I need a friend?
Well, I need one now

All the days of my life
All the days of my life
All the days I owe you

All I've done
I've done for me
All you gave
You gave for free
I gave nothing in return
And there's little left of me

All the days of my life
All the days of my life
All the days I owe you

In red-eyed pain I'm knocking on your door again
My crazy brain in tangles
Pleading for your gentle voice
Those storms keep pounding through my head and heart
I pray you'll soothe my sorry soul

All the days of my life
All the days of my life
All the days I owe you
All the days of my life
All the days of my life
All the days I owe you

All the days of my life
All the days of my life
All the days I owe you
"
"158","Fall Dog Bombs The Moon","Reality","2003","http://www.azlyrics.com/lyrics/davidbowie/falldogbombsthemoon.html","

Hope little girl
Come blow me away
I don't care much
I win anyway
Just a dog

I'm God damn rich
An exploding man
When I talk in the night
There's oil on my hands
What a dog

Fall dog is cruel and smart
Smart time breaks the heart
Fall dog bombs the moon

Devil in a market place
Devil in your bleeding face
Fall dog bombs the moon
What a dog

There's always a moron
Someone to hate
A corporate tie
A wig and a date
Just a dog

These blackest of years
That have no sound
No shape, no depth
No underground
What a dog

Fall dog is cruel and smart
Smart time breaks the heart
Fall dog bombs the moon

A devil in a market place
A devil in your bleeding face
Fall dog bombs the moon
What a dog
"
"159","I\'m Afraid Of Americans","Earthling","1997","http://www.azlyrics.com/lyrics/davidbowie/imafraidofamericans.html","

Uh-uh-uh uh, uh, uh-uh uh-uh-uh
Johnny's in America
No tricks at the wheel
Uh-uh-uh uh, uh, uh-uh uh-uh-uh
Nobody needs anyone
They don't even just pretend
Uh-uh-uh uh, uh, uh-uh uh-uh-uh
Johnny's in America

[CHORUS]
I'm afraid of Americans
I'm afraid of the world
I'm afraid I can't help it
I'm afraid I can't
I'm afraid of Americans
Johnny's in America
Uh-uh-uh uh, uh, uh-uh uh-uh-uh

Johnny wants a plane
Johnny wants to suck on a Coke
Johnny wants a woman
Johnny wants to think of a joke
Uh-uh-uh uh, uh, uh-uh uh-uh-uh
Johnny's in America
Uh-uh-uh uh, uh, uh-uh uh-uh-uh

[CHORUS]
I'm afraid of Americans
Uh-uh-uh uh, uh, uh-uh uh-uh-uh

Johnny's in America
Johnny looks up at the stars
Johnny combs his hair
And Johnny wants pussy in cars
Johnny's in America, uh-uh-uh uh, uh, uh-uh uh-uh-uh
I'm afraid of Americans

God is an American
God is an American

[CHORUS]
Yeah, I'm afraid of Americans
I'm afraid of the words
I'm afraid I can't help it
I'm afraid I can't
I'm afraid of Americans

Johnny's an American
Johnny's an American
Johnny's an American, uh-uh-uh uh, uh, uh-uh uh-uh-uh
"
"160","Dead Man Walking","Earthling","1997","http://www.azlyrics.com/lyrics/davidbowie/deadmanwalking.html","

He swivels his head
Tears his eyes from the screen
As his past puts him back 
in Atlantic City
There's not even a demon
in Heaven or Hell
Is it all just human disguise
As I walk down the aisle

And I'm gone gone gone
Now I'm older than movies
Let me dance away
Now I'm wiser than dreams
Let me fly fly fly
While I'm touching tomorrow
And I know who's there
When silhouettes fall

And I'm gone
Like I'm dancing on angels
And I'm gone 
through a crack in the past
Like a dead man walking
Like a dead man walking

Two young men dancing under the lamplight
Shaking their sex and their bones
And the boys that we were
An alien nation in therapy
Sliding naked and new
Like a bad tempered child 
On a rain slicked street

And I'm gone gone gone
And I'm older than movies
Oh let me dance dance dance
Now I'm wiser than dreams
Let me fly fly fly
While I'm touching tomorrow
And I know who's there
When silhouettes fall
And I'm gone

And I'm gone, like I'm dancing on angels
And I'm gone, 
through the crack in the past
Like a dead man walking
Like a dead man walking
Like a dead man
Like a dead man walking

And I'm gone gone gone
Let me dance dance dance
And I'm gone gone gone
Let me dance dance dance
And I'm gone, like I'm dancing on angels 
And I'm gone, 
through a crack in the past 
Like a dead man walking
Like a dead man walking
"
"161","Looking For Water","Reality","2003","http://www.azlyrics.com/lyrics/davidbowie/lookingforwater.html","

Silver leaves are spinning round
Take my hand as we go down and down and down
Looking for water
But I lost God in a New York minute
Don't know about you but my heart's not in it
(Looking looking looking)
I'm looking for water
I'm looking for water
(Looking looking looking)
I can't breathe the air
Can't raise the fight
'Cause all we've got left is a beat in the night
And I'm
Looking for water
Looking for water
Looking for water
Looking looking

Take my hand as we go down and down
Leave it all behind nothing will be found
I'm looking for water
I'm looking for water
Looking for water
(Looking looking)
I'm looking for water
Looking everywhere
Looking for water
Looking here and there
I'm looking for water
I'm looking for water
Looking for water
(Looking looking)

I can't live in this cage
I can't eat this candy
To the ends of the Earth
To this pain in my head
The look in your eyes
That never means never
The dawns early light
Baby dumb is forever

(Looking looking)
(Looking looking)

Looking for water
(Looking looking)
I'm looking for water
Looking for water
(Looking looking)
I'm looking for water
Looking for water
(Looking looking)
I'm looking for water
Looking for water
(Looking looking)
I'm looking for water
Looking for water
(Looking looking)
I'm looking for water
Looking for water
"
"162","If I\'m Dreaming My Life","Hours...","1999","http://www.azlyrics.com/lyrics/davidbowie/ifimdreamingmylife.html","

Was she never there?
Was she ever?
Was it air she breathed?
At the wrong time

All the flowers so
From the gallery
with the hymns of night
Singing ""come to me""
At the wrong time
On the wrong day
All the lights are fading now
If I'm dreaming all my life

Just one living chance
When the mother sighs
When the father steps aside
At the wrong time

Was she never here?
Was she ever?
Was it air she breathed?
At the wrong time
On the wrong day
All the lights are fading now
If I'm dreaming all my life
If I'm dreaming all my life away
Dreaming my life
Dreaming my [x3]
Dreaming my life
Dreaming my life, away (oh ho)

[Repeat]
"
"163","Afraid","Heathen","2002","http://www.azlyrics.com/lyrics/davidbowie/afraid.html","

I wish I was smarter
I got so lost on the shore
I wish I was taller 
Things really matter to me

But I put my face in tomorrow
I believe we're not alone 
I believe in Beatles
I believe my little soul has grown 
And I'm still so afraid

Yes, I'm still so afraid
Yea, I'm still so afraid on my own
On my own 
What made my life so wonderful?
What made me feel so bad?
I used to wake up the ocean
I used to walk on clouds 
If I put faith in medication
If I can smile a crooked smile 
If I can talk on television 
If I can walk an empty mile
Then I won't feel afraid
No, I won't feel afraid
I won't be Be afraid 
Anymore
Anymore
Anymore
"
"164","New Angels Of Promise","Hours...","1999","http://www.azlyrics.com/lyrics/davidbowie/newangelsofpromise.html","

New Angels of Promise
We despair
We are the dead dreams
We take the blame
Take us to the edge of time
Take us to the edge of time
We are the fabulous lovers
I'm a blind man and she's my eyes

[CHORUS]
Suspicious minds
You didn't feel us coming
In this lonely crowd, it's always time
[x2]

New Angels of Promise
we despise
Don't fall apart now
We are the silent ones
Take us to the edge of time
Take us to the edge of time
We are the tabular lovers
We listen to the storm

[CHORUS]
"
"165","5.15 The Angels Have Gone","Heathen","2002","http://www.azlyrics.com/lyrics/davidbowie/515theangelshavegone.html","

5:15
I'm changing trains
This little town
Let me down
This foreign rain
Brings me down

5:15
Train overdue
Angels have gone
No ticket
I'm jumping tracks
I'm changing towns
We never talk anymore
Forever I will adore you

5:15
All of my life
Angels have gone
I'm changing trains
Angels like them
Thin on the ground
All of my life
All legs and wings
Strange sandy eyes

5:15
Train overdue
Angels have gone
We never talk anymore
Forever I will adore you
Cold station
All of my life
Forever I'm out here forever
"
"166","Cactus","Heathen","2002","http://www.azlyrics.com/lyrics/davidbowie/cactus.html","

Sitting here 
wishing on a cement floor
Just wishing that
i had just something you wore
I put it on when I go lonely
Will you take off your dress 
and send it to me?

I miss your kissin' 
and i miss your head
And a letter in your writing
doesn't mean you're not dead

Just run outside in the desert heat
Make your dress all wet 
and send it to me
I miss your soup and I miss your bread
And a letter in your writing 
doesn't mean you're not dead
So spill your breakfast 
and drip your wine
Just wear that dress when you dine 

D-A-V-I-D

So, sitting here wishing
on a cement floor
Just wishing that i had just something you wore
Bloody your hands on a cactus tree
Wipe'em on your dress 
and send it to me
Sitting here wishing on a cement floor 
Just wishing that i had just something you wore
"
"167","The Last Thing You Should Do","Earthling","1997","http://www.azlyrics.com/lyrics/davidbowie/thelastthingyoushoulddo.html","

What have you been doing to yourself
It's the last thing you should do
Nobody laughs any more 
It's the worst thing you can do
Save the last dance for me
Catch the last bus with me
Give the last kiss to me
It's the safest thing to do

Yeah!
Yeah!
"
"168","Valentine\'s Day","The Next Day","2013","http://www.azlyrics.com/lyrics/davidbowie/valentinesday.html","

Valentine told me who's to go
Feelings he's treasured most of all
The teachers and the football star
It's in his tiny face
It's in his scrawny hand
Valentine told me so
He's got something to say
It's Valentine's Day

The rhythm of the crowd
Teddy and Judy down
Valentine sees it all
He's got something to say
It's Valentine's Day

Valentine told me how he'd feel
If all the world were under his heel
Or stumbling through the mall
It's in his tiny face
It's in his scrawny hand
Valentine knows it all
He's got something to say
It's Valentine's Day

Valentine Valentine
Valentine Valentine

It's in his scrawny hand
It's in his icy heart
It's happening today
Valentine Valentine

It's in his scrawny hand
It's in his icy heart
It's happening today
Valentine Valentine
"
"169","Looking For Satellites","Earthling","1997","http://www.azlyrics.com/lyrics/davidbowie/lookingforsatellites.html","

[REFRAIN]
Nowhere
Shampoo
TV
Come back
Boy's own
Slim tie
Showdown
Can't stop

Where do we go from here?
There's something in the sky
Shining in the light
Spinning and far away

[CHORUS]
Satellite
Satellite
Satellite
Satellite
Looking for satellites 
Looking for satellites

Where do we go to now?
There's nothing in our eyes
As lonely as a moon
Misty and far away

[CHORUS]
Satellite
Satellite
Satellite
Satellite
Looking satellites 
Looking satellites 

Where do we go from here?
"
